,Unnamed: 0,filename,finding
66,72.0,7C69C012-7479-493F-8722-ABC29C60A2DD.jpeg,COVID-19
67,73.0,44C8E3D6-20DA-42E9-B33B-96FA6D6DE12F.jpeg,COVID-19
68,75.0,2C10A413-AABE-4807-8CCE-6A2025594067.jpeg,COVID-19
69,76.0,FC230FE2-1DDF-40EB-AA0D-21F950933289.jpeg,COVID-19
70,77.0,66298CBF-6F10-42D5-A688-741F6AC84A76.jpeg,COVID-19
71,78.0,E1724330-1866-4581-8CD8-CEC9B8AFEDDE.jpeg,COVID-19
72,79.0,925446AE-B3C7-4C93-941B-AC4D2FE1F455.jpeg,COVID-19
73,81.0,8FDE8DBA-CFBD-4B4C-B1A4-6F36A93B7E87.jpeg,COVID-19
74,82.0,9C34AF49-E589-44D5-92D3-168B3B04E4A6.jpeg,COVID-19
75,84.0,F2DE909F-E19C-4900-92F5-8F435B031AC6.jpeg,COVID-19
76,85.0,31BA3780-2323-493F-8AED-62081B9C383B.jpeg,COVID-19
77,86.0,F051E018-DAD1-4506-AD43-BE4CA29E960B.jpeg,Non Covid
78,87.0,5083A6B7-8983-472E-A427-570A3E03DDEE.jpeg,Non Covid
79,88.0,1312A392-67A3-4EBF-9319-810CF6DA5EF6.jpeg,COVID-19
80,89.0,396A81A5-982C-44E9-A57E-9B1DC34E2C08.jpeg,COVID-19
81,90.0,23E99E2E-447C-46E5-8EB2-D35D12473C39.png,COVID-19
82,91.0,7AF6C1AF-D249-4BD2-8C26-449304105D03.jpeg,COVID-19
83,92.0,1B734A89-A1BF-49A8-A1D3-66FAFA4FAC5D.jpeg,COVID-19
84,93.0,CD50BA96-6982-4C80-AE7B-5F67ACDBFA56.jpeg,COVID-19
85,94.0,85E52EB3-56E9-4D67-82DA-DEA247C82886.jpeg,COVID-19
86,95.0,6CB4EFC6-68FA-4CD5-940C-BEFA8DAFE9A7.jpeg,COVID-19
87,96.0,01E392EE-69F9-4E33-BFCE-E5C968654078.jpeg,COVID-19
88,97.0,F63AB6CE-1968-4154-A70F-913AF154F53D.jpeg,COVID-19
89,98.0,2C26F453-AF3B-4517-BB9E-802CF2179543.jpeg,COVID-19
90,99.0,93FE0BB1-022D-4F24-9727-987A07975FFB.jpeg,COVID-19
91,100.0,B59DD164-51D5-40DF-A926-6A42DD52EBE8.jpeg,COVID-19
92,101.0,F4341CE7-73C9-45C6-99C8-8567A5484B63.jpeg,COVID-19
93,102.0,D5ACAA93-C779-4E22-ADFA-6A220489F840.jpeg,COVID-19
94,103.0,E63574A7-4188-4C8D-8D17-9D67A18A1AFA.jpeg,COVID-19
95,104.0,35AF5C3B-D04D-4B4B-92B7-CB1F67D83085.jpeg,COVID-19
96,105.0,5CBC2E94-D358-401E-8928-965CCD965C5C.jpeg,COVID-19
97,106.0,446B2CB6-B572-40AB-B01F-1910CA07086A.jpeg,COVID-19
98,107.0,80446565-E090-4187-A031-9D3CEAA586C8.jpeg,COVID-19
99,108.0,7E335538-2F86-424E-A0AB-6397783A38D0.jpeg,COVID-19
100,109.0,D7AF463C-2369-492D-908D-BE1911CCD74C.jpeg,COVID-19
101,110.0,all14238-fig-0001-m-b.jpg,COVID-19
102,111.0,all14238-fig-0001-m-c.jpg,COVID-19
103,112.0,all14238-fig-0002-m-d.jpg,COVID-19
104,113.0,all14238-fig-0002-m-e.jpg,COVID-19
105,114.0,all14238-fig-0002-m-f.jpg,COVID-19
106,115.0,1-s2.0-S1684118220300608-main.pdf-001.jpg,COVID-19
107,116.0,1-s2.0-S1684118220300608-main.pdf-002.jpg,COVID-19
108,117.0,ciaa199.pdf-001-a.png,COVID-19
109,118.0,ciaa199.pdf-001-b.png,COVID-19
110,119.0,ciaa199.pdf-001-c.png,COVID-19
111,120.0,kjr-21-e24-g001-l-a.jpg,COVID-19
112,121.0,kjr-21-e24-g001-l-b.jpg,COVID-19
113,122.0,kjr-21-e24-g001-l-c.jpg,COVID-19
114,123.0,kjr-21-e24-g002-l-a.jpg,COVID-19
115,124.0,kjr-21-e24-g002-l-b.jpg,COVID-19
116,125.0,kjr-21-e24-g002-l-c.jpg,COVID-19
117,126.0,kjr-21-e24-g003-l-a.jpg,COVID-19
118,127.0,kjr-21-e24-g003-l-b.jpg,COVID-19
119,128.0,kjr-21-e24-g004-l-a.jpg,COVID-19
120,129.0,kjr-21-e24-g004-l-b.jpg,COVID-19
121,130.0,1-s2.0-S1684118220300682-main.pdf-002-a1.png,COVID-19
122,131.0,1-s2.0-S1684118220300682-main.pdf-002-a2.png,COVID-19
123,132.0,1-s2.0-S1684118220300682-main.pdf-003-b1.png,COVID-19
124,133.0,1-s2.0-S1684118220300682-main.pdf-003-b2.png,COVID-19
125,134.0,gr1_lrg-a.jpg,COVID-19
126,135.0,gr1_lrg-b.jpg,COVID-19
127,136.0,7D2CF6CE-F529-4470-8356-D33FFAF98600.jpeg,COVID-19
128,137.0,FE9F9A5D-2830-46F9-851B-1FF4534959BE.jpeg,COVID-19
129,138.0,4C4DEFD8-F55D-4588-AAD6-C59017F55966.jpeg,COVID-19
130,139.0,171CB377-62FF-4B76-906C-F3787A01CB2E.jpeg,COVID-19
131,140.0,5931B64A-7B97-485D-BE60-3F1EA76BC4F0.jpeg,COVID-19
132,141.0,C6EA0BE5-B01E-4113-B194-18D956675E25.jpeg,COVID-19
133,142.0,7EF28E12-F628-4BEC-A8C5-E6277C2E4F60.png,COVID-19
134,143.0,41591_2020_819_Fig1_HTML.webp-day5.png,COVID-19
135,144.0,41591_2020_819_Fig1_HTML.webp-day10.png,COVID-19
136,145.0,5e6dd879fde9502400e58b2f.jpeg,COVID-19
137,146.0,covid-19-pneumonia-19.jpg,COVID-19
138,147.0,kjr-21-e25-g001-l-a.jpg,COVID-19
139,148.0,03BF7561-A9BA-4C3C-B8A0-D3E585F73F3C.jpeg,COVID-19
140,149.0,254B82FC-817D-4E2F-AB6E-1351341F0E38.jpeg,COVID-19
141,150.0,353889E0-A1E8-4F9E-A0B8-F24F36BCFBFB.jpeg,COVID-19
142,151.0,figure1-5e73d7ae897e27ff066a30cb-98.jpeg,COVID-19
143,152.0,figure1-5e75d0940b71e1b702629659-98-right.jpeg,COVID-19
144,153.0,figure1-5e71be566aa8714a04de3386-98-left.jpeg,COVID-19
145,154.0,1F6343EE-AFEC-4B7D-97F5-62797EE18767.jpeg,COVID-19
146,155.0,5A78BCA9-5B7A-440D-8A4E-AE7710EA6EAD.jpeg,COVID-19
147,156.0,2B8649B2-00C4-4233-85D5-1CE240CF233B.jpeg,COVID-19
148,157.0,2966893D-5DDF-4B68-9E2B-4979D5956C8E.jpeg,COVID-19
149,158.0,B2D20576-00B7-4519-A415-72DE29C90C34.jpeg,COVID-19
150,159.0,6C94A287-C059-46A0-8600-AFB95F4727B7.jpeg,COVID-19
151,160.0,pneumococcal-pneumonia-day0.jpg,Non Covid
152,161.0,pneumococcal-pneumonia-day7.jpg,Non Covid
153,162.0,pneumococcal-pneumonia-day35.jpg,Non Covid
154,163.0,parapneumonic-effusion-1-PA.png,Non Covid
155,164.0,parapneumonic-effusion-1-L.png,Non Covid
156,165.0,right-upper-lobe-pneumonia-9-PA.jpg,Non Covid
157,166.0,right-upper-lobe-pneumonia-9-L.jpg,Non Covid
158,167.0,chlamydia-pneumonia-PA.png,Non Covid
159,168.0,chlamydia-pneumonia-L.png,Non Covid
160,169.0,aspiration-pneumonia-5-day0.jpg,Non Covid
161,170.0,aspiration-pneumonia-5-day3.jpg,Non Covid
162,171.0,aspiration-pneumonia-5-day10.jpg,Non Covid
163,172.0,aspiration-pneumonia-5-day27.jpg,Non Covid
164,173.0,cavitating-pneumonia-4-day0-PA.jpg,Non Covid
165,174.0,cavitating-pneumonia-4-day0-L.jpg,Non Covid
166,175.0,cavitating-pneumonia-4-day28-PA.png,Non Covid
167,176.0,cavitating-pneumonia-4-day28-L.png,Non Covid
168,177.0,covid-19-pneumonia-30-PA.jpg,COVID-19
169,178.0,covid-19-pneumonia-30-L.jpg,COVID-19
170,179.0,6b44464d-73a7-4cf3-bbb6-ffe7168300e3.annot.original.jpeg,COVID-19
171,180.0,58cb9263f16e94305c730685358e4e_jumbo.jpeg,COVID-19
172,181.0,a1a7d22e66f6570df523e0077c6a5a_jumbo.jpeg,COVID-19
173,182.0,9fdd3c3032296fd04d2cad5d9070d4_jumbo.jpeg,COVID-19
174,183.0,covid-19-pneumonia-rapidly-progressive-admission.jpg,COVID-19
175,184.0,covid-19-pneumonia-rapidly-progressive-12-hours.jpg,COVID-19
176,185.0,covid-19-pneumonia-rapidly-progressive-3-days.jpg,COVID-19
177,186.0,covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-admission.jpg,COVID-19
178,187.0,covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-1.jpg,COVID-19
179,188.0,covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-2.jpg,COVID-19
180,189.0,covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-3.jpg,COVID-19
181,190.0,covid-19-infection-exclusive-gastrointestinal-symptoms-pa.png,COVID-19
182,191.0,covid-19-infection-exclusive-gastrointestinal-symptoms-l.png,COVID-19
183,192.0,covid-19-pneumonia-28.png,COVID-19
184,193.0,klebsiella-pneumonia-1.jpg,Non Covid
185,194.0,pneumocystis-jirovecii-pneumonia-3-1.jpg,Non Covid
186,195.0,pneumocystis-jirovecii-pneumonia-3-2.jpg,Non Covid
187,196.0,pneumocystis-jirovecii-pneumonia-3-3.jpg,Non Covid
188,197.0,pneumocystis-pneumonia-1.jpg,Non Covid
189,198.0,X-ray_of_cyst_in_pneumocystis_pneumonia_1.jpg,Non Covid
190,199.0,pneumocystis-pneumonia-8.jpg,Non Covid
191,200.0,pneumocystis-carinii-pneumonia-1-PA.jpg,Non Covid
192,201.0,pneumocystis-carinii-pneumonia-1-L.jpg,Non Covid
193,202.0,pneumocystis-pneumonia-12.png,Non Covid
194,203.0,pneumocystis-jiroveci-pneumonia-2.png,Non Covid
195,204.0,pneumocystis-jirovecii-pneumonia-2.jpg,Non Covid
196,205.0,pneumocystis-jiroveci-pneumonia-4-PA.png,Non Covid
197,206.0,pneumocystis-jiroveci-pneumonia-4-L.png,Non Covid
198,207.0,legionella-pneumonia-1.png,Non Covid
199,208.0,legionella-pneumonia-2.jpg,Non Covid
200,209.0,1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-000-fig1a.png,COVID-19
201,210.0,1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-000-fig1b.png,COVID-19
202,211.0,1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-001-fig2a.png,COVID-19
203,212.0,1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-001-fig2b.png,COVID-19
204,213.0,1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-002-fig3a.png,COVID-19
205,214.0,1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-002-fig3b.png,COVID-19
206,215.0,1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-003-fig4a.png,COVID-19
207,216.0,1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-003-fig4b.png,COVID-19
208,217.0,covid-19-pneumonia-24-day6.jpg,COVID-19
209,218.0,covid-19-pneumonia-24-day7.jpg,COVID-19
210,219.0,covid-19-pneumonia-24-day12.jpg,COVID-19
211,220.0,covid-19-pneumonia-evolution-over-a-week-1-day0-PA.jpg,COVID-19
212,221.0,covid-19-pneumonia-evolution-over-a-week-1-day0-L.jpg,COVID-19
213,222.0,covid-19-pneumonia-evolution-over-a-week-1-day3.jpg,COVID-19
214,223.0,covid-19-pneumonia-evolution-over-a-week-1-day4.jpg,COVID-19
215,224.0,covid-19-pneumonia-evolution-over-a-week-1-day6.jpg,COVID-19
216,225.0,53EC07C9-5CC6-4BE4-9B6F-D7B0D72AAA7E.jpeg,COVID-19
217,239.0,covid-19-pneumonia-23-day1.jpg,COVID-19
218,240.0,covid-19-pneumonia-23-day3.jpg,COVID-19
219,241.0,covid-19-pneumonia-23-day9.jpg,COVID-19
220,248.0,A7E260CE-8A00-4C5F-A7F5-27336527A981.jpeg,COVID-19
221,249.0,RX-torace-a-letto-del-paziente-in-unica-proiezione-AP-1-1.jpeg,COVID-19
222,250.0,covid-19-caso-70-1-PA.jpg,COVID-19
223,251.0,covid-19-caso-70-1-L.jpg,COVID-19
224,252.0,covid-19-caso-70-2-APS.jpg,COVID-19
225,253.0,4e43e48d52c9e2d4c6c1fb9bc1544f_jumbo.jpeg,COVID-19
226,254.0,covid-19-pneumonia-53.jpg,COVID-19
227,255.0,post-intubuation-pneumomediastium-and-pneumothorax-background-covid-19-pneumonia-day1.jpg,COVID-19
228,256.0,post-intubuation-pneumomediastium-and-pneumothorax-background-covid-19-pneumonia-day6-1.jpg,COVID-19
229,257.0,post-intubuation-pneumomediastium-and-pneumothorax-background-covid-19-pneumonia-day6-2.jpg,COVID-19
230,258.0,post-intubuation-pneumomediastium-and-pneumothorax-background-covid-19-pneumonia-day7.jpg,COVID-19
231,259.0,covid-19-pneumonia-49-day4.jpg,COVID-19
232,260.0,covid-19-pneumonia-49-day8.jpg,COVID-19
233,261.0,covid-19-pneumonia-43-day0.jpeg,COVID-19
234,262.0,covid-19-pneumonia-43-day2.jpeg,COVID-19
235,263.0,covid-19-pneumonia-40.jpg,COVID-19
236,264.0,covid-19-pneumonia-42.jpeg,COVID-19
237,265.0,da9e9aac-de8c-44c7-ba57-e7cc8e4caaba.annot.original.jpeg,COVID-19
238,266.0,4ad30bc6-2da0-4f84-bc9b-62acabfd518a.annot.original.png,COVID-19
239,267.0,fff49165-b22d-4bb4-b9d1-d5d62c52436c.annot.original.png,COVID-19
240,268.0,figure1-5e7c1b8d98c29ab001275405-98.jpeg,COVID-19
241,269.0,figure1-5e7c1b8d98c29ab001275405-98-later.jpeg,COVID-19
242,270.0,radiol.2020201160.fig2a.jpeg,COVID-19
243,271.0,radiol.2020201160.fig2b.jpeg,COVID-19
244,272.0,radiol.2020201160.fig2c.jpeg,COVID-19
245,273.0,radiol.2020201160.fig2d.jpeg,COVID-19
246,274.0,radiol.2020201160.fig3a.jpeg,COVID-19
247,275.0,radiol.2020201160.fig3b.jpeg,COVID-19
248,276.0,radiol.2020201160.fig3c.jpeg,COVID-19
249,277.0,radiol.2020201160.fig3d.jpeg,COVID-19
250,278.0,radiol.2020201160.fig6b.jpeg,COVID-19
251,279.0,ryct.2020003.fig2-a.png,COVID-19
252,280.0,ryct.2020003.fig2-b.png,COVID-19
253,281.0,ryct.2020003.fig2-c.png,COVID-19
254,282.0,radiol.2020200274.fig3d.png,COVID-19
255,283.0,covid-19-pneumonia-8.jpg,COVID-19
256,284.0,covid-19-pneumonia-20-pa-on-admission.jpg,COVID-19
257,285.0,covid-19-pneumonia-20-l-on-admission.jpg,COVID-19
258,286.0,covid-19-pneumonia-20.jpg,COVID-19
259,287.0,covid-19-pneumonia-22-day1-pa.png,COVID-19
260,288.0,covid-19-pneumonia-22-day1-l.png,COVID-19
261,289.0,covid-19-pneumonia-22-day2-pa.png,COVID-19
262,290.0,covid-19-pneumonia-34.png,COVID-19
263,291.0,covid-19-pneumonia-38-pa.jpg,COVID-19
264,292.0,covid-19-pneumonia-38-l.jpg,COVID-19
265,293.0,covid-19-pneumonia-35-1.jpg,COVID-19
266,294.0,covid-19-pneumonia-35-2.jpg,COVID-19
267,295.0,covid-19-pneumonia-41-day-0.jpg,COVID-19
268,296.0,covid-19-pneumonia-41-day-2.jpg,COVID-19
269,297.0,covid-19-pneumonia-44-day-0.jpeg,COVID-19
270,298.0,covid-19-pneumonia-44-day-8.jpeg,COVID-19
271,299.0,wong-0000.jpg,Non Covid
272,300.0,wong-0002.jpg,Non Covid
273,301.0,wong-0003.jpg,Non Covid
274,302.0,wong-0004.jpg,Non Covid
275,303.0,wong-0005.jpg,Non Covid
276,304.0,covid-19-pneumonia-58-prior.jpg,Non Covid
277,305.0,covid-19-pneumonia-58-day-3.jpg,COVID-19
278,306.0,covid-19-pneumonia-58-day-7.jpg,COVID-19
279,307.0,covid-19-pneumonia-58-day-9.jpg,COVID-19
280,308.0,covid-19-pneumonia-58-day-10.jpg,COVID-19
281,309.0,covid-19-pneumonia-mild.JPG,COVID-19
282,310.0,covid-19-pneumonia-67.jpeg,COVID-19
283,311.0,covid-19-pneumonia-bilateral.jpg,COVID-19
284,312.0,16663_1_1.jpg,COVID-19
285,313.0,16663_1_2.jpg,COVID-19
286,314.0,16660_1_1.jpg,COVID-19
287,315.0,16660_2_1.jpg,COVID-19
288,316.0,16660_3_1.jpg,COVID-19
289,317.0,16660_4_1.jpg,COVID-19
290,318.0,16660_5_1.jpg,COVID-19
291,319.0,16654_1_1.png,COVID-19
292,320.0,16654_2_1.jpg,COVID-19
293,321.0,16654_4_1.jpg,COVID-19
294,322.0,16691_1_1.jpg,COVID-19
295,323.0,16674_1_1.jpg,COVID-19
296,324.0,16672_1_1.jpg,COVID-19
297,325.0,16669_1_1.jpeg,COVID-19
298,326.0,16669_3_1.jpeg,COVID-19
299,327.0,16664_1_1.jpg,COVID-19
300,328.0,16664_2_1.jpg,COVID-19
301,329.0,ajr.20.23034.pdf-001.png,COVID-19
302,330.0,ajr.20.23034.pdf-003.png,COVID-19
303,331.0,yxppt-2020-02-19_00-51-27_287214-day8.jpg,COVID-19
304,332.0,yxppt-2020-02-19_00-51-27_287214-day10.jpg,COVID-19
305,333.0,yxppt-2020-02-19_00-51-27_287214-day12.jpg,COVID-19
306,334.0,ae6c954c0039de4b5edee53865ffee43-e6c8-0.jpg,COVID-19
307,335.0,6b3bdbc31f65230b8cdcc3cef5f8ba8a-40ac-0.jpg,COVID-19
308,336.0,88de9d8c39e946abd495b37cd07d89e5-0666-0.jpg,COVID-19
309,337.0,88de9d8c39e946abd495b37cd07d89e5-2ee6-0.jpg,COVID-19
310,338.0,88de9d8c39e946abd495b37cd07d89e5-6531-0.jpg,COVID-19
311,339.0,67d668e570c242404ba82c7cbe2ca8f2-05be-0.jpg,COVID-19
312,340.0,67d668e570c242404ba82c7cbe2ca8f2-0015-0.jpg,COVID-19
313,341.0,AR-1.jpg,COVID-19
314,342.0,AR-2.jpg,COVID-19
315,343.0,2-chest-filmc.jpg,COVID-19
316,344.0,paving.jpg,COVID-19
317,345.0,7-fatal-covid19.jpg,COVID-19
318,346.0,extubation-1.jpg,COVID-19
319,347.0,extubation-4.jpg,COVID-19
320,348.0,extubation-8.jpg,COVID-19
321,349.0,extubation-13.jpg,COVID-19
322,350.0,16724_1_1.jpg,COVID-19
323,351.0,16673_2_1.jpg,COVID-19
324,352.0,16708_1_1.jpg,COVID-19
325,353.0,16708_4_1.jpg,COVID-19
326,354.0,16708_5_1.jpg,COVID-19
327,355.0,16706_1_1.png,COVID-19
328,356.0,case_71_figura1.png,COVID-19
329,357.0,case_72_RX-TORACE1.jpg,COVID-19
330,358.0,case_76_1-3.png,COVID-19
331,359.0,covid-19-pneumonia-101.png,COVID-19
332,360.0,covid-19-pneumonia-93.png,COVID-19
333,361.0,covid-19-pneumonia-progression-and-regression-day1.jpg,COVID-19
334,362.0,covid-19-pneumonia-progression-and-regression-day6.jpg,COVID-19
335,363.0,covid-19-pneumonia-progression-and-regression-day11.jpg,COVID-19
336,364.0,covid-19-pneumonia-progression-and-regression-day13.jpg,COVID-19
337,365.0,covid-19-pneumonia-progression-and-regression-day20.jpg,COVID-19
338,366.0,covid-19-pneumonia-progression-and-regression-day24.jpg,COVID-19
339,367.0,covid-19-pneumonia-progression-and-regression-day28.jpg,COVID-19
340,368.0,16747_1_1.jpg,COVID-19
341,369.0,16747_2_1.jpg,COVID-19
342,370.0,16747_3_1.jpg,COVID-19
343,371.0,16751_2_1.jpg,COVID-19
344,372.0,16751_2_2.jpg,COVID-19
345,373.0,16751_3_1.jpg,COVID-19
346,374.0,16751_3_2.jpg,COVID-19
347,375.0,16751_3_3.jpg,COVID-19
348,376.0,16689_1_1.jpg,COVID-19
349,377.0,16689_1_2.png,COVID-19
350,378.0,16689_1_5.png,COVID-19
351,379.0,16689_1_6.jpg,COVID-19
352,380.0,16689_2_1.png,COVID-19
353,381.0,16689_2_2.png,COVID-19
354,382.0,16689_2_4.png,COVID-19
355,383.0,16745_2_1.PNG,Non Covid
356,384.0,16745_2_2.PNG,COVID-19
357,385.0,16745_2_3.PNG,COVID-19
358,386.0,16745_3_1.png,Non Covid
359,387.0,16745_3_2.png,COVID-19
360,388.0,16745_4_1.png,COVID-19
361,389.0,16745_4_2.png,COVID-19
362,390.0,16745_4_3.png,COVID-19
363,391.0,16745_5_1.png,COVID-19
364,392.0,16745_5_2.png,COVID-19
365,393.0,16745_5_3.png,COVID-19
366,394.0,16745_6_1.png,Non Covid
367,395.0,16745_6_2.png,COVID-19
368,396.0,16745_6_3.png,COVID-19
369,397.0,16745_7_1.png,COVID-19
370,398.0,16745_7_2.png,COVID-19
371,399.0,16745_7_3.png,COVID-19
372,400.0,16745_7_4.png,COVID-19
373,401.0,16745_7_5.PNG,COVID-19
374,402.0,16744_1_1.jpg,COVID-19
375,403.0,16744_2_1.jpg,COVID-19
376,404.0,16744_2_2.jpg,COVID-19
377,405.0,16744_2_3.jpg,COVID-19
378,406.0,16744_2_4.jpg,COVID-19
379,407.0,16630_1_1.jpg,Non Covid
380,408.0,16630_2_1.jpg,COVID-19
381,409.0,16630_2_2.jpg,COVID-19
382,410.0,16630_3_1.jpg,COVID-19
383,411.0,16630_4_1.jpg,COVID-19
384,412.0,16630_5_1.jpg,COVID-19
385,413.0,16630_6_1.jpg,COVID-19
386,414.0,16631_1_1.jpg,Non Covid
387,415.0,16631_1_2.jpg,Non Covid
388,416.0,16631_1_3.jpg,COVID-19
389,417.0,16631_1_4.jpg,COVID-19
390,418.0,b343e657.jpg,COVID-19
391,419.0,53c9be49.jpg,COVID-19
392,420.0,a4318ac9.jpg,Non Covid
393,421.0,bd3ceeb6.jpg,COVID-19
394,422.0,2168a917.jpg,COVID-19
395,423.0,61bc50d1.jpg,COVID-19
396,424.0,87d50e40.jpg,COVID-19
397,425.0,5f619d7e.jpg,COVID-19
398,426.0,a38e1877.jpg,COVID-19
399,427.0,4d98e1de.jpg,COVID-19
400,428.0,80b5f00f.jpg,COVID-19
401,429.0,00870a9c.jpg,COVID-19
402,430.0,35b446ce.jpg,COVID-19
403,431.0,90070cbc.jpg,COVID-19
404,432.0,c0f74558.jpg,COVID-19
405,433.0,f6575117.jpg,COVID-19
406,434.0,ac4f6e4e.jpg,COVID-19
407,435.0,2cd63b76.jpg,COVID-19
408,436.0,262a70ca.jpg,COVID-19
409,437.0,19abe1f3.jpg,COVID-19
410,438.0,bb0e626a.jpg,COVID-19
